"uid","userName","catagory","sub_catagory","product","listing_amount","counts","total_bid_amount"
"88747410-ca18-4a88-864f-071e7b6bf244","geo","Collectible Toys","Funko","c2e2  con sticker ","1","3","60"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Dino (Blue)","1","3","78"
"19d4cd32-97ad-4a21-8747-e24a2f2fa3a7","wiccagod84","Collectible Toys","Funko","Tobi (Autographed)","1","3","18"
"90c71902-ae12-458c-9d5c-2db91ff92878","FunkoCollects","Collectible Toys","Funko","Loki GITD (Autographed)","1","3","978"
"a5fdf191-95ea-40c7-8141-42864d4ae90f","pokepodz ","Collectible Toys","Funko","Thor","1","3","13"
"610e43ff-edea-4364-ad31-ec50c87da285","natesuave","Collectible Toys","Funko","Nimura Furuta (Autographed) [LE100]","1","3","41"
"ed3bba4e-cab7-4ce5-b093-fdb667064064","popngeeks","Collectible Toys","Funko","Funko Yamato Chase","1","3","291"
"ac99b98a-e856-4886-bd6e-af4a33e9ca6a","AlphaGoodsllc","Collectible Toys","Funko","Dr Emmett Brown (Autographed)","1","3","24"
"610e43ff-edea-4364-ad31-ec50c87da285","natesuave","Collectible Toys","Funko","Vash the Stampede JYB Auto","1","3","44"
"bdf98f4d-f192-4ddd-9748-cb67e5322755","tbkretro ","Collectible Toys","Funko","Gohan Auto & Quote DBZ 🔥","1","3","70"
"19d4cd32-97ad-4a21-8747-e24a2f2fa3a7","wiccagod84","Collectible Toys","Funko","gold d roger ","1","3","39"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Obeseus (Autographed)","1","3","12"
"be823914-8b59-451b-b536-af3cfb070ccb","chitownroger","Collectible Toys","Funko","kiba signed funko pop ","1","3","36"
"cde10716-4856-4dcb-8d73-683039dea317","Mr_Santos_TV","Collectible Toys","Funko","Terra Cotta Po","1","3","20"
"a7696b71-9c36-4a47-9d3d-a7d411be7dc5","eliproz ","Collectible Toys","Funko","Obi-Wan Kenobi 393 Ewan McGregor Auto","1","3","602"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","Roronoa Zoro 1496 - BLACKLIGHT ERROR","1","3","45"
"a62fc86f-c94d-4757-806a-05dfada1325d","maddsjade","Collectible Toys","Funko","Loki GITD (Autographed)","1","3","108"
"08f59a04-cb2a-46e2-b231-a6667a4e89b9","angiegvzthree","Collectible Toys","Funko","mirio Togata c2e2 con","1","3","12"
"1206b6c1-ee36-429d-b978-9c931c4f9a95","Slapshotpops","Collectible Toys","Funko","Loki GITD (Autographed)","1","3","140"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","🚨Flash🚨 Madara Uchiha","1","3","19"
"a355cd77-4281-499e-8ac0-089bf82e25b4","Xlurpii","Collectible Toys","Funko","Howie Mandel Autographed Gizmo Funko Pop","1","3","82"
"bbf53b38-cb13-48c5-85b1-358e93a4ce97","William_Jeriel7","Collectible Toys","Funko","Joker Chase 🔥","1","3","11"
"dec9555c-2df6-4314-b49b-0948e91816f6","DNJ_Pops","Collectible Toys","Funko","Matt Murdock (Autographed)","1","3","24"
"cd15f5e8-7549-4684-b29d-dac9803739ef","Gadcova","Collectible Toys","Funko","Dr Emmett Brown (Autographed)","1","3","223"
"2bfadb1a-da6d-44cc-849c-552693c0f574","xh.vtg ","Collectible Toys","Funko","Signed Mitsuri funko #1306","1","3","143"
"3b503418-0cac-4de7-beff-e85800ba49ed","Zanget5u","Collectible Toys","Funko","Captain America (Autographed)","1","3","26"
"47b4fab6-df61-43be-82ba-3df725553add","cesaresquivel01","Collectible Toys","Funko","Naruto AUTO!","1","3","21"
"263cfea9-7f4f-4cd9-9c81-12d79e248de3","pepsiguy86","Collectible Toys","Funko","Giyu (Autographed)","1","3","62"
"22656c9d-baab-4eca-b42a-aa4ab0f4aa91","siscoiscrack ","Collectible Toys","Funko","Vision (Autographed)","1","3","438"
"a2f14afa-70dc-44cd-9250-01cf6fb56852","Monthly Pops","Collectible Toys","Funko","Cable","1","3","13"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Roronoa Zoro 1496 (non error) Hot Topic ","1","3","16"
"a5fdf191-95ea-40c7-8141-42864d4ae90f","pokepodz ","Collectible Toys","Funko","Mini Nezuko In Box","1","3","12"
"a2f14afa-70dc-44cd-9250-01cf6fb56852","Monthly Pops","Collectible Toys","Funko","Kirito (auto)","1","3","36"
"7c06b93e-51cb-4324-b186-69884da0000a","Laprima710","Collectible Toys","Funko","madara c2e2 con sticker ","1","3","21"
"2e5db7dd-5b2a-4c73-9a6f-0bad7038ee53","KristoBayBay ","Collectible Toys","Funko","Stitch (Red Disney Store Logo)","1","3","280"
"c0f5b84d-a7a7-4e4d-9e50-d0f5ac4b0334","GhostPriceX ","Collectible Toys","Funko","Signed Shinra","1","3","24"
"59821888-8adf-400a-8077-fa9d13b67c1b","Jordar6845","Collectible Toys","Funko","Vash the Stampede JYB Auto","1","3","95"
"8f324edf-5f80-446f-a986-4ffab88051be","Chavo","Collectible Toys","Funko","Funko NFT Tommy","1","3","23"
"d6bbec2e-2735-4a1d-880d-96dc69ff4b58","woahits_louise","Collectible Toys","Funko","Goku & Flying Nimbus Auto","1","3","142"
"c8d09ded-5f83-40d5-ab4e-d33c88ed16ba","Modern_Vintage_NYC ","Collectible Toys","Funko","Nico Robin Funko Signed 399","1","3","59"
"1ca0454a-3700-4383-b8ce-208f2409693e","ZodiacXkilla ","Collectible Toys","Funko","Doflamingo (Autographed)","1","3","40"
"2a1c57c9-fba0-400d-b951-f9d8d09a81fe","RDB30","Collectible Toys","Funko","RECOOME AUTO","1","3","29"
"b5f69a73-5ad6-4afd-a568-5aa1be981615","Elcastillo1122","Collectible Toys","Funko","🚨Flash Sale🚨 Jon Jones Autograph Becke","1","3","198"
"70b74c2f-9648-4ec7-93b5-49b285894ec8","ezm.popz","Collectible Toys","Funko","General Grievous (Hot Topic Exclusive) ","1","3","58"
"dec9555c-2df6-4314-b49b-0948e91816f6","DNJ_Pops","Collectible Toys","Funko","1550 Pieces Arnold Shortman 24 NFT Pop!","1","3","24"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Drew Brees (Autographed)","1","3","12"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","Armored Chopper (Autographed)","1","3","28"
"a15b777e-7e80-469e-8bdd-f81f4b445213","GXC10","Collectible Toys","Funko","✍🏼 ANIME // Hisoka (Diamond)","1","3","105"
"4a348b7b-1268-4962-b647-1cad8aebb1a0","FR3DO","Collectible Toys","Funko","Wanda Maximoff","1","3","15"
"50e16acf-0a30-43de-93f1-4242811e7c41","lrluigi15","Collectible Toys","Funko","autographjaaon voorhees","1","3","63"
"2395c8de-5a0a-42df-a51e-0f3f030fcc1b","iLovePops","Collectible Toys","Funko","1550 Pieces Arnold Shortman 24 NFT Pop!","1","3","46"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","Jason voorhees signed funko","1","3","102"
"e1929bf0-386f-4717-9b9f-3b618c9d3ead","casper4421","Collectible Toys","Funko","Chase Tengen Uzui 1533","1","3","22"
"610e43ff-edea-4364-ad31-ec50c87da285","natesuave","Collectible Toys","Funko","Shanks Wanted Poster (C2E2)","1","3","46"
"a5fdf191-95ea-40c7-8141-42864d4ae90f","pokepodz ","Collectible Toys","Funko","Encapsulated Signed Yami Funko Pop","1","2","8"
"a15b777e-7e80-469e-8bdd-f81f4b445213","GXC10","Collectible Toys","Funko","✍🏼 ANIME // Zeke Jaeger","1","2","82"
"2a1c57c9-fba0-400d-b951-f9d8d09a81fe","RDB30","Collectible Toys","Funko","Funko NFT Tommy","1","2","78"
"254ebec4-63b0-4f75-a354-45bfa23972ee","SnakeEyes","Collectible Toys","Funko","April Fools Funko Pop Egg #162","1","2","106"
"0305a561-a422-4205-96ba-f2aecfde1acf","TheGinge314","Collectible Toys","Funko","Gohan Auto! 🚨 Flash Auction 🚨","1","2","64"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","dark magician girl autograph ","1","2","61"
"ffad060d-2eb3-4995-aeab-222dd0d7ce07","MeatManMcLain","Collectible Toys","Funko","Monkey D. Luffy Wanted Poster Signed","1","2","61"
"c0f5b84d-a7a7-4e4d-9e50-d0f5ac4b0334","GhostPriceX ","Collectible Toys","Funko","🚨Chase Samurai Brook 1129🚨","1","2","60"
"59821888-8adf-400a-8077-fa9d13b67c1b","Jordar6845","Collectible Toys","Funko","Chrollo Signed","1","2","67"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","Encapsulated Signed Yami Funko Pop","1","2","6"
"7c06b93e-51cb-4324-b186-69884da0000a","Laprima710","Collectible Toys","Funko","The Lumberjack NFT","1","2","32"
"88cb02fb-1640-4c0f-a390-ee8a20294443","j878","Collectible Toys","Funko","samurai brook ","1","2","4"
"7c75ea78-28de-4644-8678-8ba9c41b971a","brogeta4317","Collectible Toys","Funko","Loki GITD (Autographed)","1","2","472"
"089d5ef1-070b-4bb8-9853-03724a0cbd15","cferebee767","Collectible Toys","Funko","stitch signed funko pop ","1","2","23"
"7ec3c81f-4340-428c-89d4-8f2dbe17d8a1","checkmeout_","Collectible Toys","Funko","Naruto AUTO!","1","2","15"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Nico Robin Funko Signed 399","1","2","48"
"bdf98f4d-f192-4ddd-9748-cb67e5322755","tbkretro ","Collectible Toys","Funko","Ash Auto - The Evil Dead","1","2","70"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Clark Griswold (Autographed)","1","2","11"
"4a348b7b-1268-4962-b647-1cad8aebb1a0","FR3DO","Collectible Toys","Funko","Tobi (Autographed)","1","2","24"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Luffy Gear Five [Autographed]","1","2","58"
"00fbcd00-a41f-4ce6-8060-d41680950603","Aimen Inc","Collectible Toys","Funko","OG Stormtrooper #Maythe4th","1","2","22"
"5b93463d-fffd-4112-af04-cd0d40edae0a","Alex","Collectible Toys","Funko","15 min madara c2e2 con sticker ","1","2","12"
"8e6ec2ac-4087-4c7c-b87c-ba518d2e3c0d","mf2001","Collectible Toys","Funko","Madara Uchiha C2E2 Exclusive","1","2","12"
"dec9555c-2df6-4314-b49b-0948e91816f6","DNJ_Pops","Collectible Toys","Funko","Anniversary Freddy","1","2","6"
"bbc16dc7-0615-4c9d-aa5c-dd88ce9ff635","jsantana11 ","Collectible Toys","Funko","Rikishi (Autographed)","1","2","38"
"3882937b-5dee-42e4-8f2c-3b65c50129e9","VinWeasel","Collectible Toys","Funko","Jon Snow (Autographed)","1","2","154"
"13f87af1-d4a2-4121-ac91-6796a77bfabc","pop shop bros","Collectible Toys","Funko","Dexter","1","2","6"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","kiba signed funko pop ","1","2","13"
"5ac124f6-80df-4dc9-b1cf-447d17cac6d7","LassKetchum","Collectible Toys","Funko","Ash Signed Finko 1142","1","2","36"
"3882937b-5dee-42e4-8f2c-3b65c50129e9","VinWeasel","Collectible Toys","Funko","Buzz Lightyear","1","2","4"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","⚡️FLASH SALE⚡️Ichigo (Autographed)","1","2","10"
"e4079317-3fe2-4f7f-8873-f4bb2434fc61","agentX","Collectible Toys","Funko","Luci Christian signed Nami funko pop","1","2","8"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","LOTR Elijah Wood Auto Frodo Baggins JSA","1","2","5"
"be823914-8b59-451b-b536-af3cfb070ccb","chitownroger","Collectible Toys","Funko","Wolverine autograph !!! ","1","2","6"
"19d4cd32-97ad-4a21-8747-e24a2f2fa3a7","wiccagod84","Collectible Toys","Funko","Carrot Funko Pop #1487","1","2","8"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","Luke Skywalker (Autographed)","1","2","235"
"b9fd4e83-7b28-4245-ad82-ba3eec61600b","Mr_A1_Collectables","Collectible Toys","Funko","Luffy Signed By Colleen Clickenberg JSA","1","2","4"
"88747410-ca18-4a88-864f-071e7b6bf244","geo","Collectible Toys","Funko","Kratos NYCC 🧊🧊","1","2","92"
"00fbcd00-a41f-4ce6-8060-d41680950603","Aimen Inc","Collectible Toys","Funko","Obi-Wan Kenobi (Autograph)","1","2","101"
"3ffe5cf3-6ea0-43e6-aa82-7cc6b332501f","tmfelten","Collectible Toys","Funko","Freddy Funko as The Flash ","1","2","16"
"a469955b-a20d-4cb3-8ddf-a2fd4ca57b89","DeadStockNH","Collectible Toys","Funko","Mitsuri Fundom GITD exclusive ","5","2","23"
"dcc64e96-fe12-495f-8b08-eeb035722320","black clover 2","Collectible Toys","Funko","LOTR Elijah Wood Auto Frodo Baggins JSA","1","2","125"
"3bc5dd7a-1a60-4c28-9b4c-feb66f50f653","Tru2thegame92","Collectible Toys","Funko","c2e2 madara con pop","1","2","7"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","Kenny (Autographed)","1","2","39"
"88cb02fb-1640-4c0f-a390-ee8a20294443","j878","Collectible Toys","Funko","Shanks Wanted Poster (C2E2)","1","2","81"
"2f118d2e-f679-4688-9691-d3c3a9ac7c3d","barrynear","Collectible Toys","Funko","Stitch (Red Disney Store Logo)","1","2","70"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","Klaus (Autographed)","1","2","40"
"15432f0a-c10b-46b8-be77-1f2115d898d4","Kashf ","Collectible Toys","Funko","Ochaco (Masked)","5","2","99"
"099d792b-cbba-43a8-82cb-66555892f767","T-Mart","Collectible Toys","Funko","⚡️FLASH SALE⚡️Ichigo (Autographed)","1","2","130"
"08f59a04-cb2a-46e2-b231-a6667a4e89b9","angiegvzthree","Collectible Toys","Funko","venomized kingpin autograph certified ","1","2","7"
"a5fdf191-95ea-40c7-8141-42864d4ae90f","pokepodz ","Collectible Toys","Funko","PSA GEM MINT 10 Red Hood #891","1","2","8"
"88cb02fb-1640-4c0f-a390-ee8a20294443","j878","Collectible Toys","Funko","Yamato chase ","1","2","6"
"7c75ea78-28de-4644-8678-8ba9c41b971a","brogeta4317","Collectible Toys","Funko","⚡️FLASH SALE⚡️Ichigo (Autographed)","1","2","66"
"334f1666-99b3-41b6-8ed5-14b17528acf2","a&acollectibles","Collectible Toys","Funko","Troy Aikman (Autographed)","1","2","192"
"a7696b71-9c36-4a47-9d3d-a7d411be7dc5","eliproz ","Collectible Toys","Funko","Dr Emmett Brown (Autographed)","1","2","55"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","Jason Voorhees - Signed By Ari Lehman","1","2","4"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","RECOOME AUTO","1","2","12"
"2a1c57c9-fba0-400d-b951-f9d8d09a81fe","RDB30","Collectible Toys","Funko","Obeseus (Autographed)","1","2","70"
"ffad060d-2eb3-4995-aeab-222dd0d7ce07","MeatManMcLain","Collectible Toys","Funko","autographed lilo funko pop ","1","2","10"
"b32836af-d444-401e-adc1-777beb6a95ab","Jonathan_1004","Collectible Toys","Funko","Loki GITD (Autographed)","1","2","140"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","Yamato exclusive sticker ","1","2","4"
"a15b777e-7e80-469e-8bdd-f81f4b445213","GXC10","Collectible Toys","Funko","Giyu Tomioka (Autographed)","1","2","76"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Cousin Eddie (Autographed)","1","2","13"
"59821888-8adf-400a-8077-fa9d13b67c1b","Jordar6845","Collectible Toys","Funko","Kenny (Autographed)","1","2","87"
"a96844f7-487b-453e-9249-fc7768802624","ChubsCollectables ","Collectible Toys","Funko","Funko Loki #985","1","2","9"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Nico Robin Funko Signed 399","1","2","25"
"50053b2c-1765-431b-b41f-f37875de2f31","Masadora_13","Collectible Toys","Funko","🚨Flash🚨 Soba Mask Chase Auto","1","2","48"
"2a95da21-2114-402b-9aa6-66dbcb27d084","max","Collectible Toys","Funko","battle Levi signed and quoted ","1","2","102"
"6e6b70aa-21ac-42b7-b953-3994f21a76a2","trainerjay04","Collectible Toys","Funko","Raven #108 funko ","1","2","10"
"a469955b-a20d-4cb3-8ddf-a2fd4ca57b89","DeadStockNH","Collectible Toys","Funko","Kratos NYCC 🧊🧊","1","2","65"
"1ca0454a-3700-4383-b8ce-208f2409693e","ZodiacXkilla ","Collectible Toys","Funko","Madara Uchiha C2E2 Exclusive","1","2","35"
"30e868c8-efee-4578-bc3b-bfea4e5edee7","RiptideCaliber","Collectible Toys","Funko","Sniper King (pre release)","5","2","24"
"7c10f78f-ecfb-4053-848f-6fabfada083c","bankai","Collectible Toys","Funko","Matt Murdock (Autographed)","1","2","8"
"97aa51f4-abe5-4adb-b914-0f011b815469","celticswin94","Collectible Toys","Funko","Jason autograph funko","40","2","89"
"e3596f15-7e93-4484-83fc-d24588c3d650","FirstForm","Collectible Toys","Funko","Obi-Wan Kenobi (Autograph)","1","2","4"
"5f83b34b-7650-4d1b-bc5a-546bfa6c32ad","WayneGarber ","Collectible Toys","Funko","Stitch (Red Disney Store Logo)","1","2","64"
"1a9ee37f-2dd0-4bc7-ac39-c5dabfe80b9c","olive137","Collectible Toys","Funko","Dr Emmett Brown (Autographed)","1","2","84"
"b5f69a73-5ad6-4afd-a568-5aa1be981615","Elcastillo1122","Collectible Toys","Funko","Regan (Autographed)","1","2","6"
"099d792b-cbba-43a8-82cb-66555892f767","T-Mart","Collectible Toys","Funko","✍🏼 ANIME // Zeke Jaeger","1","2","110"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","2020 San Diego Comic Con - Blast Attak ","1","2","11"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Nico Robin Funko Signed 399","1","2","21"
"9405e509-1da8-4755-a0d1-82174632c707","Bigtone701","Collectible Toys","Funko","Black Asta (GITD) (Autographed)","1","2","6"
"089d5ef1-070b-4bb8-9853-03724a0cbd15","cferebee767","Collectible Toys","Funko","STAR WARS // Anakin Skywalker","1","2","14"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Hinata Chase Funko Pop #1339","1","2","11"
"e0ce123a-86f5-47b0-b38d-1ccf4c27dea3","popculturejohn ","Collectible Toys","Funko","Obi-Wan Kenobi (Autograph)","1","2","85"
"4a348b7b-1268-4962-b647-1cad8aebb1a0","FR3DO","Collectible Toys","Funko","Kakashi ArtWork","1","2","11"
"0b6b1c83-91d1-42f8-b84f-1b884859e67c","fro455","Collectible Toys","Funko","Lola Bunny as Jane Jetson LTS 1300 Piece","1","2","13"
"7a00d5f1-21bc-4ba8-8633-d5dcf10a160c","Benschj7","Collectible Toys","Funko","Signed Anakin Skywalker Auto - Hayden","1","2","245"
"bdf98f4d-f192-4ddd-9748-cb67e5322755","tbkretro ","Collectible Toys","Funko","Vegeta Funko Pop #10 Signed","1","2","130"
"a2f14afa-70dc-44cd-9250-01cf6fb56852","Monthly Pops","Collectible Toys","Funko","Madara Uchiha C2E2 Exclusive","1","2","26"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","USOPP Signed Funko 401","1","2","20"
"263cfea9-7f4f-4cd9-9c81-12d79e248de3","pepsiguy86","Collectible Toys","Funko","Kaguya Funko Pop #179","1","2","36"
"0801417b-f38b-41f8-a0a8-2a0e8914c180","Yatoodle ","Collectible Toys","Funko","Naruto Uzumaki (Sexy Jutsu) ","5","2","120"
"6d0ef107-6b55-4c9f-ac0d-8e1811bcf624","Saltydogcomics","Collectible Toys","Funko","Obi-Wan Kenobi (Autograph)","1","2","94"
"ffad060d-2eb3-4995-aeab-222dd0d7ce07","MeatManMcLain","Collectible Toys","Funko","stitch 626 autograph funko pop","1","2","58"
"2a1c57c9-fba0-400d-b951-f9d8d09a81fe","RDB30","Collectible Toys","Funko","Spider-Man stealth suit ","1","2","12"
"f4e45f79-a8e9-4667-acc0-67971c57b935","MurkeyNeptune23","Collectible Toys","Funko","Super Saiyan Vegeta Chase (Autographed)","1","2","20"
"08f59a04-cb2a-46e2-b231-a6667a4e89b9","angiegvzthree","Collectible Toys","Funko","Spider-Man black and gold autograph ","1","2","13"
"6d0ef107-6b55-4c9f-ac0d-8e1811bcf624","Saltydogcomics","Collectible Toys","Funko","Signed Tengen Uzui","60","2","145"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","Shanks 939 Chase SE","1","2","8"
"6d0ef107-6b55-4c9f-ac0d-8e1811bcf624","Saltydogcomics","Collectible Toys","Funko","Hinata Chase Funko Pop #1339","1","2","6"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Diva Plavalaguna","1","2","165"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","Julius The Wizard King (Autographed)","1","2","21"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","⚡️Caesar Clown 1584 C2E2 SharedSticker⚡️","1","2","10"
"4a348b7b-1268-4962-b647-1cad8aebb1a0","FR3DO","Collectible Toys","Funko","Mitsuri Fundom GITD exclusive ","5","2","19"
"3988c122-122a-4305-8c91-f70d59255d54","smetcalf","Collectible Toys","Funko","PSA Graded Bugs Bunny #307 MINT 9 ","1","2","14"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Obeseus (Autographed)","1","2","17"
"2a1c57c9-fba0-400d-b951-f9d8d09a81fe","RDB30","Collectible Toys","Funko","Vegeta Funko Pop #10 Signed","1","2","13"
"41a18145-cc52-4d3f-b248-83af15b3011d","Bigdv55","Collectible Toys","Funko","Franken Berry","1","2","14"
"13f87af1-d4a2-4121-ac91-6796a77bfabc","pop shop bros","Collectible Toys","Funko","Signed Kabuto funko #936","1","2","14"
"e1929bf0-386f-4717-9b9f-3b618c9d3ead","casper4421","Collectible Toys","Funko","Jason Voorhees - Signed By Ari Lehman","1","2","40"
"c8d09ded-5f83-40d5-ab4e-d33c88ed16ba","Modern_Vintage_NYC ","Collectible Toys","Funko","Funko NFT Scarecrow ","1","2","6"
"4c93d464-5b68-42ab-a1d9-e87dc26011f1","waka01","Collectible Toys","Funko","Anakin Skywalker (Autographed)","1","2","8"
"50053b2c-1765-431b-b41f-f37875de2f31","Masadora_13","Collectible Toys","Funko","Black Asta (GITD) [Autographed]","1","2","92"
"6d0ef107-6b55-4c9f-ac0d-8e1811bcf624","Saltydogcomics","Collectible Toys","Funko","Hawkeye (Autographed)","1","2","20"
"76772b72-e56e-43ec-9551-16cea2505052","Griinchzzz","Collectible Toys","Funko","Goku Auto - 🚨 Flash Auction 🚨","1","2","20"
"cde6a354-9900-4366-8023-cdf547e7056c","Alex gaming ","Collectible Toys","Funko","Tobi (Autographed)","1","2","13"
"dec9555c-2df6-4314-b49b-0948e91816f6","DNJ_Pops","Collectible Toys","Funko","Dino (Limited 2500 pieces)","1","2","14"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Chase Tengen Uzui 1533","1","2","25"
"43086919-81bf-4622-8249-c3c1bfc373e9","awkwardstrength","Collectible Toys","Funko","Draugr and Fire Troll 2 Pack","1","2","9"
"263cfea9-7f4f-4cd9-9c81-12d79e248de3","pepsiguy86","Collectible Toys","Funko","🚨 Flash Auction! 🚨 Official C2E2","1","2","37"
"e4079317-3fe2-4f7f-8873-f4bb2434fc61","agentX","Collectible Toys","Funko","shikadai ","1","2","8"
"3882937b-5dee-42e4-8f2c-3b65c50129e9","VinWeasel","Collectible Toys","Funko","Clark Griswold (Autographed)","1","2","8"
"a2f14afa-70dc-44cd-9250-01cf6fb56852","Monthly Pops","Collectible Toys","Funko","Surfer Freddy","1","2","4"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","OG Stormtrooper #Maythe4th","1","2","8"
"9d42ce62-cd8a-4e16-90de-006251edf31d","tam3sun","Collectible Toys","Funko","Funko Pop The Joker","1","2","7"
"88cb02fb-1640-4c0f-a390-ee8a20294443","j878","Collectible Toys","Funko","gold d roger ","1","2","4"
"4a348b7b-1268-4962-b647-1cad8aebb1a0","FR3DO","Collectible Toys","Funko","Franny Funko C2E2 LE 3,000pcs","20","2","46"
"4a348b7b-1268-4962-b647-1cad8aebb1a0","FR3DO","Collectible Toys","Funko","✍🏼 ANIME // Zeke Jaeger","1","2","6"
"23605493-52a0-4ab2-9457-bc0d1f3dc047","envy colletibles","Collectible Toys","Funko","gold d roger ","1","2","6"
"4a348b7b-1268-4962-b647-1cad8aebb1a0","FR3DO","Collectible Toys","Funko","vegeta (Galick gun) chase","30","2","66"
"33d713c9-134a-45e2-9d3a-a013314119d8","dentos","Collectible Toys","Funko","Obi-Wan Kenobi 393 Ewan McGregor Auto","1","2","279"
"8d19272e-0873-45c3-ad8c-e85f1604cd6d","bnard","Collectible Toys","Funko","Butters funko pop #01","1","2","9"
"b0652d7a-868c-4f78-a30f-b2f413535061","MOONKICKZ","Collectible Toys","Funko","Conor McGregor Autograph + Beckett Cert","1","2","293"
"33d713c9-134a-45e2-9d3a-a013314119d8","dentos","Collectible Toys","Funko","OG Stormtrooper #Maythe4th","1","2","30"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","madara c2e2 con sticker ","1","2","5"
"3882937b-5dee-42e4-8f2c-3b65c50129e9","VinWeasel","Collectible Toys","Funko","Dustin (Autographed)","1","2","5"
"3b503418-0cac-4de7-beff-e85800ba49ed","Zanget5u","Collectible Toys","Funko","Reverse Flash","1","2","66"
"601bc816-951c-4ce3-8f1d-e1c14b60408b","VillagePops","Collectible Toys","Funko","The Lumberjack NFT","1","2","10"
"5b93463d-fffd-4112-af04-cd0d40edae0a","Alex","Collectible Toys","Funko","Giyu Tomioka (Autographed)","1","2","14"
"30e868c8-efee-4578-bc3b-bfea4e5edee7","RiptideCaliber","Collectible Toys","Funko","Signed L funko pop #219","60","2","200"
"97aa51f4-abe5-4adb-b914-0f011b815469","celticswin94","Collectible Toys","Funko","Obeseus (Autographed)","1","2","64"
"7a00d5f1-21bc-4ba8-8633-d5dcf10a160c","Benschj7","Collectible Toys","Funko","Regan 203 - Signed By Linda Blair + JSA","1","2","132"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Goku & Flying Nimbus Auto","1","2","37"
"dcc64e96-fe12-495f-8b08-eeb035722320","black clover 2","Collectible Toys","Funko","Hawkeye (Autographed)","1","2","64"
"6d9ee484-b26a-4063-b893-2bab2fc5fe00","funocollector775","Collectible Toys","Funko","Vegeta Funko Pop #10 Signed","1","2","60"
"2e9a6b34-2c0e-4f3a-a197-b8b6cf1afb35","DynamiteDAW","Collectible Toys","Funko","Freddy Funko as Zombie Gunslinger","65","2","140"
